Review,Review_Score,Prediction_best_naive_bayes_model,Prediction_best_naive_bayes_model2,Final_Prediction,Difference
"Zhan and William are easy to connect with, helpful, and respond very quickly. The apartment was sparkling clean, quiet, and very comfortable, especially the tempurpedic mattress. I haven't slept so well in years. The location was perfect with plenty of food, drink, activities, and entertainment right outside the door. I recommend parking your car in a 24-hour garage and forgetting about it for the duration of your stay as it is rewarding to explore the city by foot or by rented bicycle. ","10,0",4,1,10.0,0.0
"Apartment is in a very great location. Few mins walk to old Montreal, subway station and china town. We have never met the host, but her sister was very nice. Very flexible with check in and check out time.   Parking is also included. ","10,0",3,1,10.0,0.0
"Julia Et Philly’s place was amazing. We were so grateful that they let us check in with one hours notice as our other Airbnb was such a mess, they were lovely and helped us so much. We are so grateful they really saved our trip. Would book this place over and over again!","9,0",0,1,7.0,2.0
Excellent appartement !,"10,0",4,0,10.0,0.0
"Marina’s place is amazing. The best part about staying there is definitely the location. It’s so close to Sainte-Catherine street where there are lots of places to eat and lots going on. Its also super close to both the green and orange metro lines. Despite being so close to such a bustling area, it is also so quiet and secluded.  Marina’s place was also very clean and provided everything you need. Check in and check out were very easy, and Marina was quick to respond to messages. We would definitely stay again!","10,0",4,1,10.0,0.0
awesome place!,"9,0",0,1,7.0,2.0
"3rd floor apartment, great location. Good restaurants, coffee shops & bakeries nearby. Hard wood floors, no carpet...a plus in my book. Owner very responsive. Parking is available but somewhat expensive $20 CAD/night. We were there during a very hot spell & electricity went out in apartment at 1 AM. No electricity meant no AC. I messaged Steve & he responded immediately with a call to me. He determined what needed to be done. Electricity was restored by noon the next day.","9,0",3,0,10.0,-1.0
"This place is the best. Clean, well-equipped, and with beautiful decor. It's about a 10-minute walk to two Metro stations. Perfect for a couple with a young child, like us. Can't recommend enough!","10,0",4,1,10.0,0.0
The host canceled this reservation 23 days before arrival. This is an automated posting.,"10,0",0,0,7.0,3.0
Amazing spot!,"10,0",4,1,10.0,0.0
"Perfect location and nicely kitted out - ideal base for exploring the city. Extremely comfy bed!

Basement of the building is under renovation - so it is a little messy when you enter the building but obviously not the guys' fault. Bathroom a little dated but again perfectly functional.

Couple of little issues with heating and tv reception, both of which i suspect are because of the renovation to the building. I daresay these will be resolved quickly and won't cause any future guests any probs at all - and i would certainly recommend the place to other travellers!","9,0",2,0,10.0,-1.0
"I had a great experience in Montreal.
Yanick was very friendly and had a beautiful apartment. I texted him with any questions i had and he responded right away. The apartment is located in old port and the street- st paul- where the apartment is full of life - restaurants and bars galore","10,0",4,1,10.0,0.0
"Perfect location! Literally walking distance from the metro, must-try restaurants and shops.","9,0",3,1,10.0,-1.0
Lovely neighbourhood and very nice accommodations!,"10,0",4,0,10.0,0.0
As advertised!,"10,0",0,0,7.0,3.0
"Unité parfaitement située dans le Vieux-Montréal,  je le recommande sans problème !","10,0",0,0,7.0,3.0
"Hamza helped make my stay extra comfortable and was always supportive of the changes that come up. This is a wonderful apartment right in the centre of the plateau, clean, easy to access and wonderfully connected to transport and the rest of the city. A little gem in the winter.","10,0",4,1,10.0,0.0
"Doris was extremely attentive and responded to our questions and needs quickly. Doris' home is extremely comfortable and beautifully decorated. It is in the lively Rue St. Hubert area with its great local restaurants and bars and is near the metro. We felt like we were living in Montreal style!

I would highly recommend a stay here if you are visiting Montreal. 


","9,0",4,1,10.0,-1.0
I stayed for a month is this comforting and quiet space. Everything a traveller needs in a lovely neighbourhood within a 10-minute walk of the Metro. The fast internet connection was a nice plus. Emma's communications were quick and warm.  Shovelling the snow off of the outside staircase and salting the steps was greatly appreciated. My next trip to Montreal I hope the space is available.,"10,0",4,0,10.0,0.0
"Don't stay here, unsafe, unclean and classic bait and switch. They'll offer you a larger unit, for a price.","9,0",2,0,10.0,-1.0
"Carlos y Lucien son excelentes anfitriones, amables y respetuosos quienes hicieron todo lo posible para asegurarnos una estancia agradable. Mi esposa y yo vinimos a vivir a Montreal y ellos fueron de mucha ayuda para nosotros. El apartamento es limpio, amplio, e iluminado. Lo mismo la habitación, en la que llegamos a sentirnos muy cómodos teniendo en cuenta que fue una estancia de 16 noches. Los espacios comunes son bonitos y confortables. El hospedaje está ubicado cerca de una boca de metro, y a otros sitios de interés turístico como el jardin botánico, el parque olímpico y la torre de Montreal. 100% recomendable.","9,0",3,0,10.0,-1.0
Anatasia was fantastic and quick to respond to any questions I had!,"9,0",4,1,10.0,-1.0
It s basically ok.,"9,0",2,0,10.0,-1.0
"We loved our stay! This lovely pied-à-terre was wonderful. The place was spotless, and Nikki was extremely communicative and helpful. The location is wonderful - perfectly situated near Mont Royal park, and the restaurants, bars and shops of the Plateau. ","10,0",4,1,10.0,0.0
"Great host, always attentive and the place has a very well location. I definitely recomend it...","10,0",4,1,10.0,0.0
"We spend a couple of nights at Isabelle’s place and we loved it! We loved the house and every single detail of it, perfectly clean and well located. We didn’t have the chance to speak a lot with Isabelle but was enough to understand how nice is she. Definitely recommended!","10,0",4,1,10.0,0.0
"Philippe is a great host and the place is very accessible to the downtown main attractions.
Would love to go to his place again.","10,0",4,1,10.0,0.0
Perfect location and very cozy home base for a winter visit! Great communication from our host (John) with everything we needed to know for our stay.,"9,0",4,1,10.0,-1.0
"Eine wunderschöne Wohnung in guter Lage in Montreal! Die Kommunikation mit Brigitte war schon im Vorfeld sehr gut und intensiv - somit waren wir gut vorbereitet auf die Tage in Montreal und den Aufenthalt in Brigittes Appartement. Das Appartement selber war unglaublich schön eingerichtet, sauber und es fehlte an nichts - bis hin zu Kaffee, Tee, Obst, Gebäck und Croissants. Ein Tipp: Wir haben uns über (Website hidden by Airbnb) Fahrräder ausgeliehen und somit eine gute Alternative und Ergänzung zur Metro und den Bussen gefunden. Es gibt mehrere Fahrradstationen in direkter Nähe zu Brigittes Appartement. 
Vielen Dank an Brigitte - eine tolle Wohnung: 10 von 10 Sterne! :-)","10,0",3,1,10.0,0.0
"Appartement très bien situé dans Montréal, déco très sympa et hôte très chaleureux et disponible.","9,0",0,0,7.0,2.0
C’est ma meilleure expérience Airbnb à ce jour. Les hôtes sont attentionnés et communicatifs. Il y a beaucoup de touches d’attention dans l’appartement. Très bien aménagé contrairement à d’autres appartement qui sont des coquilles vides. Je m’y suis senti comme un invité chez eux. Le stationnement privé est fourni. L’entrée est autonome. C’est près du métro et du Parc Olympique. Je le recommande vivement.,"10,0",0,1,7.0,3.0
